stt,question,answer
138,"Các công trình dịch vụ đô thị phục vụ trong đơn vị ở (trường học, chợ…) cần
đảm bảo bán kính phục vụ là bao nhiêu?
a. Không quá 700m. Riêng với khu vực có địa hình phức tạp, bán kính phục vụ
không quá 1km.
b. Không quá 500m. Riêng với khu vực có địa hình phức tạp, bán kính phục vụ
không quá 1km.
c. Không quá 300m. Riêng với khu vực có địa hình phức tạp, bán kính phục vụ
không quá 500m.
d. Không quá 300m.",B 
139,"Chỉ tiêu sử dụng đất ở (các lô đất ở gia đình) cho các điểm dân cư nông thôn?
a. Phải phù hợp với điều kiện cụ thể của địa phương và ≥ 50m2/ người.
b. Phải phù hợp với điều kiện cụ thể của địa phương và ≥ 25m2/ người.
c. Phải phù hợp với điều kiện cụ thể của địa phương.
d. Phải phù hợp với điều kiện cụ thể của địa phương và ≥ 10m2/ người.",B 
140,"Khoảng lùi tối thiểu giữa chỉ giới đường đỏ và chỉ giới xây dựng đối với công
trình có chiều cao nhỏ hơn hoặc bằng 16m là bao nhiêu?
a. 0 m
b. 6m
c. từ 0 đến 6m tùy thuộc chiều rộng lộ giới
d. 3m",A 
141,"Chỉ tiêu đất đơn vị ở bình quân toàn đô thị áp dụng cho đô thị loại I-II là bao
nhiêu?
a. 10 – 25 m2/ng
b. 15 - 28 m2/ng
c. 28 – 45 m2/ng
d. 45 – 55 m2/ng",B 
142,"Chỉ tiêu đất đơn vị ở bình quân toàn đô thị áp dụng cho đô thị loại III-IV là bao
nhiêu?
a. 10 – 25 m2/ng
b. 15 - 28 m2/ng
c. 28 – 45 m2/ng
d. 45 – 55 m2/ng",C 
143,"Chỉ tiêu đất đơn vị ở bình quân toàn đô thị áp dụng cho đô thị loại V là bao
nhiêu?
a. 15 - 28 m2/ng
b. 28 – 45 m2/ng
c. 45 – 55 m2/ng
d. 55 – 65 m2/ng",C 
144,"Chỉ tiêu đất cây xanh trong đơn vị ở tối thiểu là bao nhiêu?
a. 1,5 m2/ng
b. 2,0 m2/ng
c. 2,5 m2/ng
d. 3,0 m2/ng",B 
145,"Đối với các dự án có dân số dưới 4000 người, chỉ tiêu đất cây xanh tối thiểu là
bao nhiêu?
a. 0,5 m2/ng
b. 0,8 m2/ng
c. 1,0 m2/ng
d. 1,2 m2/ng",C 
146,"Công trình dịch vụ - công cộng nào không thuộc cấp phục vụ của đơn vị ở?
a. Sân luyện tập
b. Sân thể thao cơ bản
c. Trường trung học cơ sở
d. Trạm y tế",B 
147,"Công trình dịch vụ - công cộng nào thuộc cấp phục vụ của đơn vị ở?
a. Trường trung học cơ sở
b. Cung văn hóa
c. Sân thể thao cơ bản
d. Rạp chiếu phim",A 
148,"Chỉ tiêu đất cây xanh sử dụng công cộng trong đô thị loại V tối thiểu là bao
nhiêu?
a. 4 m2/ng
b. 5 m2/ng
c. 6 m2/ng
d. 7 m2/ng",A 
149,"Chiều rộng dải cây xanh cách ly quanh khu công nghiệp, kho tàng và cụm công
nghiệp tối thiểu là bao nhiêu?
a. 10 m
b. 20 m
c. 30 m
d. 50 m",A 
150,"Mật độ xây dựng thuần tối đa của lô đất xây dựng các công trình dịch vụ -
công cộng trong khu vực xây dựng mới là bao nhiêu?
a. 30%
b. 40%
c. 50%
d. 60%",B 
151,"Mật độ xây dựng gộp tối đa của đơn vị ở phát triển mới là bao nhiêu?
a. 30%
b. 40%
c. 50%
d. 60%",D 
152,"Mật độ xây dựng gộp tối đa của khu du lịch - nghỉ dưỡng tổng hợp (resort) là
bao nhiêu?
a. 15%
b. 20%
c. 25%
d. 30%",C 
153,"Mật độ xây dựng gộp tối đa của khu công viên chuyên đề là bao nhiêu?
a. 5%
b. 10%
c. 20%
d. 25%",D 
154,"Mật độ xây dựng thuần tối đa của các công trình dịch vụ - công cộng trong khu
vực đô thị hiện hữu là bao nhiêu?
a. 40%
b. 50%
c. 60%
d. 70%",C 
155,"Chỉ tiêu sử dụng đất tối thiểu của điểm dân cư nông thôn là bao nhiêu?
a. 32 m2/ng
b. 35 m2/ng
c. 37 m2/ng
d. 40 m2/mg",C 
156,"Khoảng cách an toàn môi trường từ nhà ở nông thôn tới các khu vực chăn nuôi,
sản xuất, kho chứa hóa chất bảo vệ thực vật là bao nhiêu?
a. Lớn hơn 200m
b. Lớn hơn 300m
c. Lớn hơn 400m
d. Lớn hơn 500m",A 
157,"Bán kính phục vụ của vườn hoa, sân chơi phục vụ nhóm nhà ở là bao nhiêu?
a. Không quá 200m
b. Không quá 250m
c. Không quá 300m
d. Không quá 400m",C 
158,"Tỷ lệ đất tối thiểu trồng cây xanh trong lô đất xây dựng công trình nhà chung
cư là bao nhiêu?
a. 10%
b. 15%
c. 20%
d. 25%",C 
159,"Tỷ lệ đất tối thiểu trồng cây xanh trong lô đất xây dựng công trình giáo dục, y
tế, văn hóa bao nhiêu?
a. 15%
b. 20%
c. 25%
d. 30%",D 
160,"Đất cây xanh đô thị không bao gồm loại đất nào?
a. Đất cây xanh sinh thái
b. Đất cây xanh sử dụng công cộng
c. Đất cây xanh sử dụng hạn chế
d. Đất cây xanh chuyên dụng",A 
161,"Chiều cao công trình xây dựng bao gồm bộ phân nào?
a. Cột ăng ten
b. Mái tum
c. Ống khói
d. Thiết bị sử dụng năng lượng mặt trời",B 
162,"Khoảng cách giữa hai cửa hàng xăng dầu xây dựng cố định quy hoạch mới tối
thiểu là bao nhiêu?
a. 300m
b. 500m
c. 1000m
d. 1500m",A 
163,"Khoảng cách giữa cửa hàng xăng dầu xây dựng cố định quy hoạch mới đến
những nơi thường xuyên tụ họp đông người tối thiểu là bao nhiêu?
a. 10m
b. 20m
c. 30m
d. 50m",D 
164,"Các cửa hàng xăng dầu xây dựng cố định hiện hữu phải đảm bảo yêu cầu nào?
a. Phù hợp với quy hoạch đô thị
b. Không ảnh hưởng đến an toàn giao thông
c. Phải có phương án phòng cháy chữa cháy được thẩm duyệt theo quy định
d. Cả 3 yêu cầu trên",D 
165,"Chỉ tiêu tính toán diện tích bãi đỗ xe toàn đô thị có quy mô dân sô trên 150.000
người là bao nhiêu?
a. 4,0 m2/ng
b. 3,5 m2/ng
c. 3,0 m2/ng
d. 2,5 m2/ng",A 
166,"Chỉ tiêu tính toán diện tích bãi đỗ xe toàn đô thị có quy mô dân sô dưới 50.000
người là bao nhiêu?
a. 4,0 m2/ng
b. 3,5 m2/ng
c. 3,0 m2/ng
d. 2,5 m2/ng",D 
167,"Chỉ tiêu tính toán diện tích bãi đỗ xe toàn đô thị có quy mô dân sô dưới 50.000
người là bao nhiêu?
a. 4,0 m2/ng
b. 3,5 m2/ng
c. 3,0 m2/ng
d. 2,5 m2/ng",D 
168,"Theo Luật, việc lập quy hoạch cần phải cụ thể hóa, phù hợp với các loại quy
hoạch nào dưới đây?
a. Quy hoạch cấp quốc gia, quy hoạch vùng, quy hoạch tỉnh
b. Quy hoạch đô thị, quy hoạch nông thôn
c. Quy hoạch phát triển công nghiệp, quy hoạch giao thông
d. Quy hoạch cấp địa phương và các dự án đầu tư",A 
169,"Việc lập quy hoạch cần đáp ứng yêu cầu nào sau đây?
a. Bảo đảm công khai, minh bạch, hài hòa lợi ích giữa Nhà nước và người dân
b. Bảo đảm công khai, minh bạch, hài hòa lợi ích giữa Nhà nước, người dân và
doanh nghiệp
c. Đảm bảo lợi ích của doanh nghiệp và các khu vực tư nhân trong quy hoạch
d. Chỉ bảo đảm lợi ích của Nhà nước và doanh nghiệp",B 
170,"Việc lập quy hoạch cần phù hợp với mục tiêu nào sau đây?
a. Phát triển kinh tế - xã hội, bảo đảm quốc phòng và an ninh
b. Phát triển các khu đô thị lớn và khu công nghiệp hiện đại
c. Tăng trưởng kinh tế nhanh chóng mà không cần bảo vệ môi trường
d. Đảm bảo lợi ích của doanh nghiệp quốc tế hoạt động tại địa phương",A 
171,"Quy hoạch đô thị và nông thôn đóng vai trò gì trong việc lập dự án đầu tư xây
dựng?
a. Là tài liệu tham khảo cho việc lập dự án đầu tư xây dựng
b. Là cơ sở để lập dự án đầu tư xây dựng, bảo đảm sự phù hợp với từng loại,
cấp độ quy hoạch đô thị và nông thôn
c. Chỉ liên quan đến thiết kế đô thị riêng mà không áp dụng cho dự án đầu tư
xây dựng
d. Không có vai trò trong việc lập dự án đầu tư xây dựng",B 
172,"Quy hoạch đô thị và nông thôn phải bảo đảm sự phù hợp với yếu tố nào trong
việc lập dự án đầu tư xây dựng?
a. Từng loại, cấp độ quy hoạch đô thị và nông thôn
b. Chỉ tiêu kinh tế - xã hội của địa phương
c. Quy hoạch quốc gia và quy hoạch cấp vùng
d. Quy hoạch xây dựng nông thôn mới",A 
173,"Chính phủ có trách nhiệm gì trong việc quy định chi tiết quy hoạch đô thị và
nông thôn liên quan đến dự án đầu tư xây dựng?
a. Ban hành các hướng dẫn chung về quy hoạch quốc gia
b. Quy định chi tiết về sự phù hợp giữa quy hoạch và dự án đầu tư xây dựng
c. Chỉ đạo các địa phương thực hiện quy hoạch theo nhu cầu đầu tư của doanh
nghiệp
d. Quản lý toàn bộ các dự án đầu tư xây dựng thuộc khu vực đô thị đặc biệt",B 
174,"Căn cứ để lập Quy hoạch đô thị và nông thôn?
a. Cơ sở dữ liệu nền địa lý quốc gia, hệ thống bản đồ địa hình quốc gia được
thành lập theo quy định pháp luật về đo đạc và bản đồ; Quy chuẩn về quy
hoạch đô thị và nông thôn và quy chuẩn, tiêu chuẩn ngành có liên quan.
b. Tài liệu, số liệu về điều kiện tự nhiên, kinh tế - xã hội của địa phương, ngành
liên quan;
c. Kết quả việc thực hiện quy hoạch đô thị và nông thôn giai đoạn trước;
d. Tất cả các căn cứ trên",D 
175,"Đồ án quy hoạch chung xã được phê duyệt là cơ sở lập các quy hoạch nào theo
các phương án dưới đây?
a.Quy hoạch chi tiết điểm dân cư nông thôn.
b.Quy hoạch chi tiết các khu vực xây dựng của xã.
c.Quy hoạch chi tiết điểm dân cư nông thôn gồm trung tâm xã, khu dân cư,
các cụm công nghiệp và khu chức năng khác trên địa bàn xã.
d.Cả 3 phương án trên",B 
176,"Điều kiện của cá nhân tham gia lập nhiệm vụ quy hoạch, quy hoạch đô thị và
nông thôn là gì?
a. Cá nhân trong nước, cá nhân nước ngoài tham gia lập nhiệm vụ quy hoạch,
quy hoạch đô thị và nông thôn phải đáp ứng đủ điều kiện năng lực theo quy
định của pháp luật hoặc theo thỏa thuận thừa nhận lẫn nhau về chuyên môn,
hành nghề giữa Việt Nam và các nước.
b. Có đủ điều kiện năng lực lập thiết kế quy hoạch ĐT-NT; Cá nhân đảm nhận
chức danh chủ nhiệm, chủ trì thiết kế đồ án quy hoạch xây dựng phải có chứng
chỉ hành nghề và năng lực phù hợp.
c. Có đủ điều kiện năng lực lập thiết kế quy hoạch phù hợp; Cá nhân đảm
nhận chức danh chủ nhiệm, chủ trì thiết kế đồ án quy hoạch xây dựng phải có
chứng chỉ hành nghề và năng lực phù hợp với từng loại quy hoạch ĐT-NT.
d. Cả 3 phương án trên đều sai",A 
177,"Trình tự lập, thẩm định, phê duyệt nhiệm vụ quy hoạch, quy hoạch đô thị và
nông thôn là phương án nào dưới đây?
a. Lập, phê duyệt Nhiệm vụ quy hoạch - Lập, phê duyệt đồ án quy hoạch
b. Lập, phê duyệt Nhiệm vụ quy hoạch- Điều tra, khảo sát thực địa, thu thập
bản đồ, tài liệu, số liệu về hiện trạng - Lập, phê duyệt đồ án quy hoạch
c. Điều tra, khảo sát thực địa, thu thập bản đồ, tài liệu, số liệu về hiện trạng -
Lập, phê duyệt đồ án quy hoạch
d. Lựa chọn tổ chức tư vấn lập nhiệm vụ quy hoạch (nếu có)-Lập, Thẩm định
nhiệm vụ quy hoạch- Phê duyệt nhiệm vụ quy hoạch- Lựa chọn tổ chức tư vấn
lập quy hoạch- Lập,Thẩm định quy hoạch- Phê duyệt quy hoạch.",D 
178,"Nội dung nào không phải là trách nhiệm của tổ chức tư vấn?
a. Bảo đảm hồ sơ quy hoạch đáp ứng quy định nội dung kỹ thuật về cơ sở dữ
liệu quy hoạch đô thị và nông thôn.
b. Lấy ý kiến về quy hoạch đô thị và nông thôn
c. Chịu trách nhiệm về nguồn gốc, tính xác thực của số liệu, tài liệu được thu
thập và công bố trong nội dung quy hoạch đô thị và nông thôn đã được phê
duyệt.
d. Tham gia ý kiến khi cơ quan nhà nước yêu cầu trong quá trình thực hiện quy
hoạch đô thị và nông thôn do mình lập.",B 
179,"Nội dung nào không nằm trong Quy hoạch chung thành phố thuộc tỉnh, thành
phố thuộc thành phố trực thuộc trung ương, thị xã, đô thị mới dự kiến trở thành
thị xã, thành phố thuộc tỉnh, thành phố thuộc thành phố trực thuộc trung ương?
a. Đánh giá điều kiện tự nhiên và hiện trạng về kinh tế - xã hội
b. Xác định cấu trúc, phạm vi ranh giới và định hướng phát triển không gian đô
thị và nông thôn
c. Xác định các khu vực theo yêu cầu quản lý, phát triển;
d. Xác định khu vực khai thác, sử dụng không gian ngầm, khu vực hạn chế,
khu vực cấm xây dựng công trình ngầm",D 
180,"Thời hạn quy hoạch chung đô thị trừ các thành phố trực thuộc Trung ương là
bao lâu?
a. 10-15 năm
b. 20 năm
c. 20-25 năm
d. 20-25 năm, tầm nhìn đến 50 năm",C 
181,"Ý nào sau đây sai?
a. Cơ quan, tổ chức có trách nhiệm tổ chức lập quy hoạch đô thị và nông thôn
có trách nhiệm lấy ý kiến trong quá trình lập quy hoạch.
b. Đối với quy hoạch đô thị và nông thôn thuộc trách nhiệm tổ chức lập của Bộ
Xây dựng, Ủy ban nhân dân cấp tỉnh có trách nhiệm tổ chức lấy ý kiến;
c. Tổ chức tư vấn có trách nhiệm lấy ý kiến trong quá trình lập quy hoạch
d. Cơ quan thẩm định quy hoạch đô thị và nông thôn có trách nhiệm lấy ý kiến
trong quá trình thẩm định quy hoạch.",C 
182,"Ủy ban nhân dân cấp Tỉnh có thẩm quyền phê duyệt các quy hoạch nào dưới
đây?
a. Quy hoạch chung thành phố, thị xã, thị trấn, đô thị mới, quy hoạch chung
huyện, trừ các quy hoạch do Thủ tướng Chính phủ phê duyệt.
b. Quy hoạch chung huyện, Quy hoạch chung khu chức năng, Quy hoạch khu
du lịch, Quy hoạch khu công nghệ cao, Quy hoạch phân khu khu chức năng,
c. Quy hoạch chung huyện, Quy hoạch chung khu kinh tế, khu công nghệ cao,
khu du lịch, khu nghiên cứu, đào tạo, khu thể dục thể thao cấp tỉnh
d. Tất cả các ý trên",A 
183,"Cơ quan nào có thẩm quyền phê duyệt quy hoạch chung xã?
a. Ủy ban nhân dân tỉnh
b. Ủy ban nhân dân huyện
c. Hội đồng nhân dân tỉnh
d. Bộ Xây dựng",B 
184,"Định kỳ rà soát đối với quy hoạchđô thị và nông thôn kể từ khi phê duyệt là
bao nhiêu năm theo phương án dưới đây?
a.15 năm
b.10 năm
c.5 năm
d.3 năm",C 
